WUSTLID,White,Black,Asian,Education,Income,Ideology,Female,GOP,Democrat,Age2016,HowManyKids,FT.Communists,InterviewDuration,LookedAtEclipse,StolenStreetSign,StealShampoo,BeesOrBear,RunOutOfGas,weights
1001525,1,0,0,10,4,7,1,1,0,76,0,0,77,0,0,1,,0,0.31
1001529,1,0,0,12,4,3,0,0,0,,3,20,32,0,0,1,0,0,0.18
1001530,1,0,0,12,12,1,0,0,1,30,2,60,11,0,1,1,0,0,2.19
1001531,1,0,0,13,8,6,0,0,0,35,1,50,97,0,0,0,1,0,0.99
1001532,0,0,0,13,16,4,0,0,0,55,1,0,20,0,0,1,1,0,0.76
1001533,1,0,0,9,3,4,1,0,1,79,0,0,42,0,0,0,,0,0.4
1001534,1,0,0,9,3,4,0,0,0,78,0,50,192,0,0,,,0,0.35
1001536,0,1,0,10,3,8,1,0,1,56,1,0,186,,0,1,,0,0.41
1001546,0,0,0,10,4,,1,0,0,35,1,40,11,,,,,1,1.02
1001547,0,0,1,11,8,4,0,0,0,,0,50,56,0,0,1,,0,0.4
1002771,0,1,0,9,1,2,0,0,1,63,0,10,2736,0,0,1,,1,6.53
1002772,1,0,0,10,2,2,1,0,1,61,1,50,28,,0,1,0,0,1.29
1002775,1,0,0,12,8,6,0,0,0,55,0,20,31,0,0,1,,0,0.19
1002778,1,0,0,15,12,2,0,0,1,39,0,30,12,0,0,1,1,0,0.7
1002779,1,0,0,10,4,5,0,1,0,76,0,10,39,0,0,0,0,0,0.24
1002780,1,0,0,10,11,2,0,0,1,52,0,30,19,1,0,1,0,0,0.58
1002782,1,0,0,12,7,8,1,0,0,54,0,50,16,0,0,1,,0,0.11
1002784,1,0,0,13,16,6,0,0,0,44,0,20,19092,0,0,1,0,0,1.32
1002786,1,0,0,13,11,2,1,0,1,41,2,20,22,0,0,1,1,0,0.55
1002788,0,1,0,12,7,4,1,0,1,32,0,50,20,0,0,1,0,0,2.17
1002789,0,0,1,10,12,4,1,1,0,67,0,20,31508,0,0,1,,0,2.71
1002793,1,0,0,10,4,5,1,0,0,75,0,30,21,1,0,1,0,1,0.2
1002794,1,0,0,9,2,3,1,0,1,67,0,0,26,0,0,0,0,0,0.3
1002795,1,0,0,12,4,6,0,1,0,58,0,50,29,0,0,1,1,0,0.21
1002802,1,0,0,12,7,5,0,1,0,62,0,50,44,0,0,1,,0,0.18
1002804,0,0,1,15,14,8,0,0,1,37,2,0,156,1,,0,0,0,2.9
1002805,1,0,0,10,7,4,0,0,0,48,2,,,0,0,1,1,0,1.33
1002806,0,1,0,15,9,6,1,1,0,46,0,10,31,0,0,0,,0,0.34
1002815,1,0,0,12,8,3,0,0,1,64,0,30,18,0,0,1,0,0,0.34
1002820,1,0,0,13,13,4,1,0,0,73,0,0,22,1,0,1,0,0,0.37
1002821,1,0,0,15,2,2,1,0,1,66,0,40,44,0,0,1,,0,0.06
1002823,1,0,0,12,3,4,0,0,1,80,0,0,62,1,0,1,,0,0.07
1002891,1,0,0,10,9,4,0,0,0,35,2,0,22,0,0,1,0,0,2.63
1002892,1,0,0,10,5,3,1,0,0,58,2,50,27,0,0,1,0,0,0.17
1002893,1,0,0,13,9,2,0,0,1,76,0,0,436,0,0,1,0,0,0.23
1002894,1,0,0,9,4,8,0,0,0,53,0,90,32,0,0,1,,0,0.57
1002904,1,0,0,12,3,5,0,0,0,76,0,0,162,1,0,1,0,0,0.12
1002905,1,0,0,12,11,3,0,0,1,59,0,30,63,1,1,1,1,0,0.25
1002907,1,0,0,15,2,4,1,0,0,52,0,30,36,0,0,1,,0,0.13
1002909,1,0,0,13,6,6,0,1,0,60,0,30,24,0,0,1,1,0,0.09
1002912,1,0,0,9,1,8,0,0,0,59,0,100,36,1,0,0,,0,0.39
1002913,1,0,0,10,4,6,0,1,0,66,0,30,92,0,0,1,0,0,1
1002914,0,0,0,14,12,7,0,1,0,72,0,0,43,0,0,1,1,0,0.19
1002917,0,0,1,13,10,3,0,0,1,61,0,10,1396,0,0,0,,0,0.31
1003387,1,0,0,12,8,2,0,0,1,66,0,40,25,0,0,1,0,0,0.25
1003388,1,0,0,10,2,4,1,0,0,84,0,50,42,0,0,1,1,0,0.1
1003390,0,1,0,15,7,2,0,0,1,78,0,0,103,0,0,1,,0,0.17
1003391,1,0,0,9,4,8,0,0,1,61,0,0,75,1,0,1,0,0,1.35
1003395,1,1,0,10,3,8,1,0,0,35,0,50,26,0,0,1,1,0,0.18
1003396,1,0,0,9,10,6,1,0,1,54,0,50,43,1,0,1,0,0,2.34
1003399,1,0,0,11,5,2,1,0,1,,0,10,2783,0,0,1,,0,0.25
1003404,1,0,0,10,1,4,0,0,1,64,0,50,4273,0,0,1,,0,0.06
1003405,1,0,0,12,4,2,1,0,1,58,0,50,26,0,,,,,0.06
1003406,1,0,0,8,5,4,1,0,0,59,0,50,57,0,0,1,,0,4.52
1003407,1,0,0,12,3,6,1,1,0,48,1,0,36,,0,,,0,0.1
1003949,1,0,0,8,4,8,1,0,0,43,5,0,39,1,0,0,,0,3.18
1003952,0,0,0,12,3,2,0,0,1,68,0,30,21,0,0,1,1,0,1.21
1003953,1,0,0,13,12,4,0,0,1,54,1,,,1,0,1,,0,0.83
1003956,1,0,0,11,7,6,1,1,0,61,0,0,44,0,0,1,0,1,1.21
1003957,1,0,0,15,4,6,0,0,0,74,0,0,43,0,0,0,,0,0.07
1004378,1,0,0,14,10,1,0,0,1,74,0,50,27,0,0,1,,0,0.12
1004379,1,0,0,10,1,6,1,1,0,66,0,0,43,,0,1,,0,0.09
1004380,0,0,0,11,6,1,0,0,1,61,0,0,55,0,0,0,0,0,0.28
1004381,1,0,0,9,1,7,1,1,0,60,0,0,34,0,0,1,0,0,0.06
1004385,1,0,0,12,3,4,0,0,0,52,1,50,26,0,0,1,,0,0.35
1004989,1,0,0,11,7,6,1,1,0,73,0,30,27,1,0,1,0,0,0.18
1004991,1,0,0,9,8,7,0,1,0,73,0,0,51,0,0,0,,0,1.72
1004992,1,0,0,12,8,3,0,0,1,69,0,20,37,0,1,1,0,0,0.24
1004993,1,0,0,9,4,4,1,0,0,29,2,,,1,0,1,0,0,1.74
1004994,1,0,0,10,1,1,1,0,1,55,1,50,2624,0,0,1,,0,0.23
1004995,1,0,0,9,5,8,1,0,1,75,0,,,0,0,1,,0,0.48
1004999,1,0,0,12,13,6,0,1,0,77,0,10,39,0,0,1,0,0,1.15
1005001,1,0,0,9,7,5,1,0,0,66,0,0,27,0,1,1,0,0,0.25
1005005,1,0,0,11,9,1,0,0,1,63,0,50,46,1,0,1,0,0,0.16
1005006,1,0,0,10,7,5,0,0,0,69,0,20,48,0,0,0,0,0,0.45
1005007,1,0,0,10,14,5,0,0,1,39,2,50,49,0,0,0,1,0,5.71
1005008,1,0,0,13,12,2,0,0,1,39,1,0,18,0,1,1,0,0,0.68
1005009,1,0,0,13,11,6,0,1,0,59,0,30,21,0,0,1,1,0,0.34
1005012,1,0,0,12,4,6,1,1,0,70,0,0,64,0,0,1,,0,0.1
1005373,1,0,0,12,10,6,1,1,0,54,1,10,30,0,0,1,,0,0.8
1005375,1,0,0,10,8,4,0,0,0,56,0,30,38,0,0,1,0,0,0.5
1005376,1,0,0,13,13,4,1,0,0,57,1,30,24,0,0,1,0,0,0.71
1005377,1,0,0,12,5,3,0,0,0,67,0,10,45,0,0,1,0,0,0.06
1005379,1,0,0,9,3,5,0,0,0,75,0,0,58,1,0,1,1,0,1.1
1005380,1,0,0,9,5,8,0,0,0,60,0,0,26,0,0,1,1,0,0.99
1005381,0,0,0,10,5,4,1,0,1,61,0,50,26,0,0,1,,0,0.8
1005836,1,0,0,10,4,6,0,0,0,78,0,10,121,0,0,0,0,0,0.29
1005838,1,0,0,10,10,5,0,0,0,67,0,30,21,0,0,1,0,0,0.46
1005923,1,0,0,15,13,6,0,1,0,49,3,10,22,0,0,1,,0,0.48
1005924,1,0,0,12,4,6,1,0,0,59,0,0,2490,0,0,0,,0,0.22
1005925,1,0,0,10,8,6,1,0,1,56,0,0,243,0,0,1,,0,0.98
1006141,1,0,0,12,8,6,0,0,0,75,0,0,27,0,0,1,0,0,0.15
1006142,1,0,0,10,8,6,0,0,0,44,1,0,11,0,0,1,0,0,0.66
1006143,1,0,0,9,2,8,0,0,0,59,0,0,52,1,0,1,0,0,2.85
1007076,1,0,0,13,8,1,1,0,1,48,3,50,23,0,0,1,,0,0.36
1007082,1,0,0,10,4,3,0,0,1,79,0,0,80,1,0,1,0,0,0.07
1007084,1,0,0,13,8,2,1,0,0,60,0,50,22,0,0,1,0,0,0.09
1007381,0,0,1,15,13,5,0,1,0,44,2,20,18,0,0,0,0,0,1.14
1007382,1,0,0,10,2,2,0,0,0,53,0,50,23,0,0,1,,0,0.54
1007383,1,0,0,9,1,6,0,1,0,38,0,0,21,0,0,1,0,0,1.01
1007384,1,0,0,12,10,2,0,0,1,67,0,0,19,1,1,1,0,0,0.22
1007387,1,0,0,12,7,2,0,0,1,46,3,20,57,,1,1,1,1,0.16
1007388,0,0,0,11,10,5,1,0,1,62,2,0,429,0,0,1,0,0,2.72
1007574,1,0,0,11,9,4,1,1,0,41,3,0,94,0,0,1,0,0,0.51
1007575,1,0,0,9,5,6,1,1,0,57,0,0,69,0,0,0,1,0,6.23
1007577,1,0,0,11,11,2,0,0,1,62,0,50,18,0,0,1,0,0,0.63
1007580,1,0,0,9,14,6,0,1,0,49,0,0,35,0,0,0,,0,2.86
1007835,1,0,0,12,11,6,0,0,0,53,1,0,34,1,0,1,,0,0.31
1007837,1,0,0,12,10,2,0,0,1,63,0,20,4766,0,0,1,0,0,0.45
1007838,1,0,0,15,1,1,1,0,1,66,0,80,15,0,0,1,1,0,0.06
1007839,1,0,0,12,4,3,0,0,0,28,0,40,33,1,1,1,0,0,0.33
1007840,1,0,0,12,11,6,0,1,0,59,0,0,15,0,0,1,0,0,0.35
1007841,1,0,0,10,9,6,0,1,0,77,0,10,25,0,0,1,0,0,0.51
1008360,1,0,0,6,2,3,0,0,1,76,0,20,66,0,,,,0,0.79
1008361,1,0,0,12,11,3,1,0,1,43,2,20,33,0,0,1,1,0,0.55
1008363,1,0,0,14,8,3,0,0,0,49,0,50,30,,0,1,0,0,0.39
1008426,1,0,0,9,6,4,0,0,1,52,0,0,55,0,0,1,1,0,2.96
1008428,1,0,0,10,6,6,0,1,0,78,0,0,95,1,0,1,0,0,0.53
1008429,0,0,0,10,8,6,1,0,0,59,0,0,23,1,1,1,1,0,0.6
1008431,1,0,0,9,3,7,0,0,0,30,2,50,24,1,0,1,0,0,7.38
1008826,1,0,0,12,4,3,1,0,1,56,0,20,14,0,0,1,,0,0.21
1008832,1,0,0,13,10,4,0,0,1,83,0,20,44,0,0,1,,0,0.27
1008834,0,1,0,15,5,4,0,0,1,83,0,,,0,,0,1,0,0.51
1008836,1,0,0,9,11,4,1,0,0,72,0,20,19,0,0,1,0,0,1.72
1008838,1,0,0,13,8,4,0,1,0,60,0,50,12,1,0,1,0,0,0.17
1008839,0,0,0,,,,1,0,0,,0,0,32,0,0,1,,0,0.21
1008840,1,0,0,13,10,5,0,1,0,53,1,0,27,0,0,1,0,0,0.62
1008843,1,0,0,12,5,2,1,0,1,37,3,0,92,0,0,0,1,0,0.35
1009129,0,1,0,12,5,2,1,0,1,93,0,0,63,0,0,1,,0,0.18
1009130,1,0,0,13,9,4,0,0,0,68,0,20,15,0,0,1,0,0,0.23
1009131,1,0,0,9,6,5,1,1,0,58,0,20,39,0,0,0,0,0,0.97
1009132,1,0,0,12,8,4,0,0,0,57,1,50,76,0,1,1,0,0,0.18
1009133,1,0,0,11,11,7,0,0,0,60,0,0,17,0,0,1,,0,1.18
1009136,1,0,0,12,6,6,1,1,0,54,1,50,36,0,0,1,0,0,0.56
1009139,1,0,0,15,7,1,1,0,0,69,0,50,40,0,0,1,0,0,0.22
1009142,0,0,1,10,2,8,1,0,1,55,0,0,70,0,0,1,,0,0.19
1009266,1,0,0,12,4,3,1,0,1,50,0,0,39,1,0,1,,0,0.06
1009270,1,0,0,11,1,6,0,1,0,50,0,0,26,1,0,1,1,0,0.19
1009274,0,0,0,12,1,2,0,0,1,26,0,40,16,0,0,1,0,0,0.5
1009279,1,0,0,13,12,4,0,0,0,73,0,0,18,0,0,1,0,0,1.15
1009289,1,0,0,12,6,8,0,0,1,38,2,50,20,1,0,1,0,0,0.92
1009294,1,0,0,12,11,4,0,0,0,76,0,0,37,0,0,1,0,0,0.24
1009295,1,0,0,9,8,7,0,1,0,35,5,0,16,0,0,1,1,0,3.61
1009302,1,0,0,10,11,4,1,1,0,40,4,0,50,1,0,1,1,0,2.36
1009303,1,0,0,13,13,4,0,0,0,72,1,10,31,0,1,1,0,0,0.54
1009304,1,0,0,12,8,2,1,0,1,45,0,10,24,0,0,1,,0,0.33
1009565,1,0,0,10,2,7,1,0,0,50,0,0,23,0,0,1,0,0,0.12
1009566,1,0,0,12,13,4,0,0,0,38,2,20,25,0,0,1,1,0,1.26
1009567,1,0,0,9,5,2,1,0,1,65,0,0,60,0,0,1,,0,0.81
1009569,0,0,1,12,11,3,0,0,1,51,3,0,35,1,0,1,0,0,0.31
1009845,1,0,0,15,9,6,0,1,0,32,0,0,16,0,0,1,0,0,0.27
1009853,1,0,0,13,5,2,1,0,1,64,0,0,42,0,0,1,0,0,0.4
1009916,1,0,0,12,7,5,1,1,0,69,0,50,36,0,0,1,,0,0.34
1009917,1,0,0,10,6,6,0,0,0,72,0,0,20,0,0,1,0,0,0.53
1009921,1,0,0,12,7,7,0,1,0,73,0,0,18526,0,0,1,1,0,0.24
1009923,1,0,0,15,13,4,0,0,0,48,2,30,13,0,0,1,0,0,0.7
1009928,1,0,0,14,12,2,1,0,1,47,2,20,14,0,0,1,0,0,0.36
1009934,0,1,0,9,5,2,0,0,0,65,0,0,50,0,0,1,0,0,7.38
1010279,1,0,0,15,8,3,0,0,1,67,0,30,22,0,0,1,0,0,0.29
1010282,1,0,0,15,15,2,0,0,1,74,0,50,22,0,0,1,,0,0.45
1010286,1,0,0,10,1,6,0,0,0,59,0,0,27,0,0,0,0,0,0.35
1010314,1,0,0,11,5,4,1,0,0,69,0,0,17,0,0,1,,0,0.22
1010315,1,0,0,9,3,2,1,0,1,66,0,0,2054,0,0,0,,0,1.42
1010316,1,0,0,12,12,6,1,1,0,81,0,0,34,0,0,1,0,0,7.38
1010318,1,0,0,10,11,5,0,0,0,65,0,20,34,0,0,0,0,0,0.54
1010319,1,0,0,11,9,5,0,0,0,42,3,0,30,0,0,0,,0,1.17
1010511,0,1,0,11,4,2,1,0,1,64,0,0,1778,0,0,1,,0,0.18
1010517,0,0,0,12,9,4,0,0,0,47,0,10,52,0,0,1,0,0,0.92
1010975,1,0,0,13,5,1,1,0,0,61,0,50,83,0,0,1,0,0,0.12
1010978,1,0,0,11,5,6,1,1,0,75,0,0,55,1,0,1,,0,0.37
1010981,1,0,0,13,10,3,0,0,1,65,0,10,17,0,0,1,0,1,0.45
1010982,1,0,0,12,14,6,0,0,0,53,1,20,25,,1,1,1,0,0.88
1010984,1,0,0,14,5,5,1,0,0,48,0,0,17,0,0,1,0,0,0.48
1011250,1,0,0,13,11,4,1,0,0,65,1,20,4879,0,0,1,0,0,0.76
1011251,1,0,0,13,1,5,0,1,0,58,0,60,22,0,0,1,1,0,0.2
1011399,1,0,0,13,9,2,0,0,0,66,0,50,26,1,0,1,0,0,0.15
1011401,1,0,0,11,5,6,0,1,0,72,0,0,38,0,0,1,0,0,0.22
1011761,1,0,0,12,4,7,0,0,0,84,3,0,65,0,0,1,,0,0.34
1011764,1,0,0,13,11,2,1,0,1,39,1,,,0,0,1,1,1,0.55
1012022,1,0,0,10,13,5,0,0,0,59,0,0,30,0,0,0,1,0,1.09
1012024,1,0,0,10,9,2,0,0,1,59,0,50,31,,0,1,0,0,1.82
1012824,1,0,0,13,6,4,0,0,1,60,0,30,26,0,0,1,,0,0.47
1012826,1,0,0,9,11,6,0,0,0,30,0,0,15,0,0,1,0,0,7.38
1012830,1,0,0,9,8,7,0,1,0,63,0,0,23,1,0,1,1,0,1.48
1012831,1,0,0,10,4,2,1,0,1,45,1,50,44,1,0,,,0,0.34
1012837,1,0,0,10,3,2,1,0,1,73,0,0,22,0,0,1,1,0,0.22
1012842,1,0,0,11,13,3,0,0,1,57,0,50,12,0,0,1,0,1,1.42
1012844,1,0,0,11,4,4,0,0,1,66,0,0,20,0,0,1,1,0,0.13
1012846,1,0,0,12,11,6,0,0,1,63,0,20,21,0,0,1,,0,0.41
1012848,0,1,0,10,7,2,1,0,1,51,0,0,19,0,0,1,,0,1.35
1012853,1,0,0,11,6,6,1,0,1,59,0,0,17,0,0,1,,0,0.2
1012854,1,0,0,12,10,6,1,1,0,52,1,10,22,0,0,1,1,0,0.19
1012864,1,0,0,10,10,6,0,1,0,50,2,0,15,0,0,1,0,0,0.58
1012865,1,0,0,13,7,4,0,0,0,76,0,30,30,0,0,1,,0,0.28
1012867,1,0,0,11,5,8,1,0,1,29,0,0,25,0,0,1,,0,6.86
1012868,1,0,0,12,13,3,0,0,1,70,0,0,32,0,0,1,1,0,0.54
1012870,1,0,0,9,4,8,1,1,0,71,0,0,37,0,0,1,,0,0.88
1012874,1,0,0,12,11,5,0,1,0,54,2,0,13,0,0,1,1,0,0.31
1012875,1,0,0,13,4,4,0,1,0,71,0,0,24,,0,1,,0,0.12
1012876,1,0,0,15,8,6,0,1,0,82,0,10,33,0,0,0,,0,0.23
1012878,1,0,0,12,10,4,1,0,1,53,0,10,17,0,0,0,0,0,0.29
1013050,1,0,0,13,14,4,0,0,1,69,0,40,17,0,0,1,0,0,0.45
1013054,1,0,0,13,15,7,0,1,0,55,2,10,14,1,1,1,0,0,0.62
1013055,1,0,0,10,7,8,1,1,0,54,0,0,1766,0,0,1,,0,1.6
1013056,1,0,0,12,9,7,0,1,0,49,0,0,22,0,0,1,0,0,0.64
1013057,1,0,0,12,13,3,0,0,1,63,0,0,26,1,1,1,1,0,0.41
1013058,1,0,0,12,14,2,0,0,1,63,0,0,15,1,0,1,0,0,0.25
1013059,1,0,0,13,12,6,0,0,0,50,1,0,34,0,0,1,0,0,1.5
1013061,0,1,0,12,3,2,0,0,1,55,0,10,30,0,0,1,,0,0.43
1013063,1,0,0,10,2,8,0,0,1,59,0,10,24,0,0,1,,0,0.09
1013068,1,0,0,12,5,2,1,0,1,54,0,10,21,0,0,1,0,0,0.12
1013072,1,0,0,12,3,2,0,0,0,63,0,100,108,1,0,1,0,0,0.1
1013073,1,0,0,10,4,2,1,0,0,69,0,0,20,0,1,1,,0,1.34
1013074,1,0,0,12,8,5,0,0,0,72,0,10,37,0,0,1,0,0,0.25
1013179,1,0,0,11,7,4,1,0,0,57,0,0,18,0,0,1,,0,0.37
1013184,1,0,0,13,12,5,1,1,0,72,0,0,27,0,0,1,0,0,0.37
1013186,1,0,0,9,4,6,1,1,0,49,0,10,23,0,0,0,,0,1.05
1013190,1,0,0,12,11,3,1,0,1,60,0,0,37,1,0,1,0,0,0.98
1013334,1,0,0,11,5,6,0,1,0,65,0,0,34,0,1,1,0,0,2.75
1013335,1,0,0,10,1,8,0,1,0,65,0,0,28,,0,1,,0,0.93
1013339,1,0,0,10,5,6,1,1,0,61,2,50,26,1,0,1,1,0,0.22
1013342,1,0,0,12,12,5,0,1,0,53,1,50,48,0,0,1,1,0,0.59
1013344,1,0,0,15,9,6,0,1,0,78,0,10,12,0,0,1,0,0,0.13
1013595,1,0,0,12,12,4,0,0,0,55,1,50,15,,0,1,,0,0.39
1013596,1,0,0,9,11,6,0,0,0,63,0,50,34,0,0,1,,0,3.27
1013597,1,0,0,9,5,2,1,0,0,55,0,0,955,0,0,1,,0,2.59
1013600,1,0,0,14,11,5,0,1,0,39,2,0,16,0,0,1,0,0,1.26
1013601,1,0,0,12,7,2,1,0,1,39,2,50,14,0,0,,0,0,0.29
1013603,1,0,0,10,9,8,1,1,0,52,1,0,32,0,,,,0,0.18
1013604,1,0,0,9,,3,1,0,1,61,0,10,15,0,0,1,1,0,3.52
1013635,1,0,0,10,11,7,0,1,0,58,0,0,17,1,0,1,1,0,1.29
1013639,1,0,0,12,12,4,1,1,0,42,2,0,15,0,0,1,0,0,3.27
1013640,1,0,0,11,10,6,0,1,0,36,0,0,248,0,1,1,0,0,7.36
1013641,1,0,0,9,7,6,0,1,0,80,0,0,56,0,0,1,0,0,1.39
1013642,1,0,0,11,11,7,1,1,0,63,0,30,28,0,0,1,0,0,0.88
1013644,1,0,0,12,11,2,1,0,1,48,0,20,20,0,0,1,1,0,1.72
1013758,1,0,0,15,6,6,1,0,0,69,0,20,74,,0,1,0,0,0.34
1013759,1,1,0,10,7,4,0,0,1,39,2,50,40,1,0,0,0,0,1.51
1013791,0,1,0,12,9,7,0,0,0,56,0,10,33635,0,0,1,0,0,0.42
1013794,1,0,0,13,12,4,0,0,0,62,0,0,24,0,0,1,,0,0.28
1013795,1,0,0,12,3,2,1,0,0,46,3,50,42,0,0,1,0,0,0.12
1013796,1,0,0,10,10,7,1,1,0,48,3,0,3704,0,0,1,1,0,2.34
1014039,1,0,0,10,11,3,1,0,1,45,1,0,34,0,0,1,1,1,1.02
1014115,1,0,0,10,4,4,1,0,1,58,0,0,34,0,0,1,,0,0.45
1014118,0,0,0,12,13,4,0,0,0,46,2,0,40,0,1,1,1,0,0.54
1014119,1,0,0,9,3,6,0,1,0,67,0,0,43,1,0,,,0,0.68
1014121,1,0,0,11,10,3,0,0,1,45,3,0,18,0,0,1,1,0,0.82
1014226,1,0,0,13,14,6,0,1,0,72,0,0,37,1,0,1,0,0,0.97
1014361,1,0,0,14,6,4,1,0,0,73,0,50,6782,0,0,1,,0,0.19
1014458,1,0,0,12,12,1,1,0,1,60,1,0,59,0,0,1,0,0,0.34
1014460,1,0,0,10,10,4,0,0,1,47,1,50,29,0,0,1,1,0,0.3
1014535,1,0,0,12,12,5,0,1,0,67,0,30,43,0,0,1,0,0,0.48
1014826,1,0,0,11,6,7,0,1,0,36,0,0,17,1,0,1,1,0,0.36
1014828,1,0,0,10,7,6,0,1,0,63,0,10,28,0,0,1,0,0,0.16
1014874,1,0,0,12,4,4,0,1,0,70,0,0,73,0,0,1,,0,0.07
1015065,1,0,0,13,8,2,0,0,1,66,2,20,1715,0,0,1,1,0,0.34
1015078,0,0,0,12,,5,1,0,0,,0,,15,0,,,,,1.32
1015081,1,0,0,13,11,2,0,0,1,74,0,40,38,0,1,1,0,0,0.24
1015088,0,1,0,12,9,2,1,0,1,60,0,10,7877,0,0,1,,0,0.96
1015091,1,0,0,12,9,2,0,0,0,68,0,50,15104,0,0,1,0,0,0.49
1015093,0,1,0,11,5,4,1,0,1,48,1,50,26,0,0,1,,0,0.35
1015096,1,0,0,10,4,6,0,1,0,65,0,0,41,0,0,1,0,0,0.31
1015100,1,0,0,12,12,6,0,1,0,66,0,0,23,0,0,0,1,0,1.12
1015101,1,0,0,12,12,5,0,0,0,56,0,0,23,0,0,1,0,0,0.59
1015103,1,0,0,10,5,8,1,0,0,37,3,0,4420,0,0,1,0,0,0.63
1015106,1,0,0,7,2,8,1,0,0,58,0,0,19,0,0,1,0,0,2.98
1015110,0,0,0,11,3,6,1,0,0,34,3,10,36,,0,0,,0,0.63
1015173,0,1,0,12,12,2,0,0,1,59,0,0,22,0,0,1,0,0,0.22
1015174,0,1,0,10,2,2,1,0,1,59,0,0,46,0,0,1,,0,0.73
1015179,1,0,0,10,4,7,0,1,0,70,0,0,24,0,0,1,,0,0.45
1015180,1,0,0,10,5,7,1,0,0,75,0,0,28,0,0,1,,0,0.31
1015181,1,0,0,12,2,2,1,0,1,36,0,10,316,0,0,1,,0,1.29
1015185,0,0,1,14,3,3,1,0,1,82,0,50,38,0,0,1,,0,0.06
1015186,1,0,0,12,11,4,0,0,1,52,1,0,21,0,0,1,0,0,0.32
1015249,1,0,0,12,12,5,0,0,0,47,1,50,24,0,0,1,0,0,0.33
1015250,1,0,0,9,9,1,0,0,1,38,3,60,57,0,1,0,0,0,3.54
1015254,1,0,0,13,8,6,0,1,0,79,0,20,25,0,0,1,,0,0.27
1015318,1,0,0,9,2,4,0,1,0,67,0,0,26,0,0,0,0,0,0.13
1015320,0,0,0,13,6,5,0,1,0,56,2,0,18,0,0,1,0,0,0.67
1015321,0,0,0,12,6,8,1,0,1,29,1,40,33,1,0,1,0,0,1.26
1015322,1,0,0,10,9,6,0,0,0,57,0,20,49,1,0,0,1,0,0.3
1015324,0,0,1,12,11,3,0,0,1,37,2,0,25,0,0,1,0,0,1.14
1015326,1,0,0,12,11,1,0,0,0,59,0,50,29,0,0,1,,0,0.83
1015388,0,0,0,10,4,4,1,0,0,27,2,20,43,,0,1,1,0,0.47
1015448,1,0,0,12,11,4,0,0,0,69,0,0,28,0,0,1,0,0,1.15
1015450,1,0,0,9,9,8,0,0,0,50,0,0,20,0,0,1,1,0,3.67
1015451,1,0,0,13,13,6,0,1,0,73,0,0,31,0,0,0,0,0,0.24
1015452,1,0,0,12,10,5,0,0,0,51,0,0,21,0,0,1,1,0,0.59
1015453,1,0,0,13,12,4,0,0,0,66,0,0,18,0,0,1,,0,0.41
1015583,1,0,0,11,5,5,1,0,1,32,1,100,19,1,0,0,0,0,0.28
1015767,1,0,0,11,8,6,0,1,0,55,1,30,12,0,1,1,1,0,0.58
1015866,1,0,0,12,11,6,0,0,0,43,0,0,22,0,0,1,1,0,2.91
1015867,0,1,0,13,3,7,1,0,1,35,0,50,9341,0,0,1,1,0,0.59
1015868,0,1,0,13,9,3,0,0,1,64,0,0,63,1,0,1,,0,0.6
1015999,1,0,0,10,11,4,0,1,0,64,0,0,32,0,0,1,1,0,1.07
1016069,1,0,0,12,5,2,0,0,1,65,0,30,21,0,0,1,0,0,0.2
1016215,1,0,0,9,7,5,1,1,0,89,0,0,37,0,0,1,,0,0.96
1016289,1,0,0,11,12,6,1,1,0,45,4,0,22,0,0,1,0,0,2.62
1016324,1,0,0,11,11,2,1,0,1,52,0,0,20,0,0,1,0,0,1.76
1018525,1,0,0,10,3,5,0,1,0,72,0,0,42,0,0,1,0,0,0.13
1018526,1,0,0,12,10,7,0,0,0,69,0,0,35,0,0,1,,0,0.37
1018527,1,0,0,10,4,6,0,0,0,35,3,40,17,0,0,1,1,0,0.72
1018528,1,0,0,10,3,4,1,0,1,67,0,0,29,0,0,1,,0,0.12
1018529,1,0,0,11,4,5,1,0,0,64,0,0,25,0,0,1,0,0,0.31
1018534,1,0,0,10,6,6,0,1,0,54,0,0,83,0,0,0,,0,0.58
1053280,1,0,0,10,5,6,1,1,0,40,2,0,21,0,0,1,1,0,0.56
1053281,1,0,0,11,9,2,0,0,1,39,0,50,23,0,0,1,,0,3.04
1053286,1,0,0,13,14,4,0,0,0,53,2,0,20,0,0,1,0,0,0.8
1053289,1,0,0,15,12,4,0,0,1,73,0,50,39,0,1,1,0,0,0.47
1053291,1,0,0,10,3,3,0,0,1,44,2,0,96,1,0,0,1,0,0.72
1053293,1,0,0,9,3,3,0,0,1,62,0,0,35,0,0,0,0,0,0.34
1053294,1,0,0,12,8,7,1,1,0,54,0,0,31,0,1,1,0,0,0.35
1053296,0,0,0,12,5,7,0,0,0,88,0,0,48,0,0,0,0,0,0.06
1053298,0,0,1,11,4,4,1,1,0,38,2,50,21,0,0,,0,0,0.28
1053299,1,0,0,13,8,4,1,0,1,70,0,0,25,0,0,1,0,0,0.19
1053304,1,0,0,12,3,4,1,0,1,34,2,50,19796,,0,1,0,0,0.32
1053306,1,0,0,10,6,8,1,0,1,36,0,40,14,0,0,1,1,0,2.62
1053308,1,0,0,12,9,6,0,1,0,58,0,10,15,0,0,1,0,0,0.22
